id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
222,Lacewings and Allies Recording Scheme,http://lacewings.myspecies.info/,lacewings.myspecies.info/contact/1,"This site aims to provide information, images and identification aids for the 82 species within the orders: Neuroptera, Megaloptera, Raphidioptera and Mecoptera which inhabit the British Isles. The recording scheme will work in collaboration with iRecord to provide data on the distribution of each species.",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),ViBRANT Virtual Biodiversity,Private sector,2014,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
223,Laco-wiki,https://laco-wiki.net/en/Welcome,info@laco-wiki.net,LACO-Wiki is a new web-based solution for validating land cover and land use maps.,Macro-regional,Austria,Austria,Austrian Research Promotion Agency (FFG,Consortium,2014,Yes,Unknown,Terrestrial,Land,Crowd-sourcing,Considerable,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2
224,Ladybird Survey,http://www.ladybird-survey.org/,http://www.ladybird-survey.org/contact.aspx,The Ladybird Survey aims to facilitate the recording of all the UK's ladybirds.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Center for Ecology and Hydrology,Consortium,2005,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
225,Ladybird Surveing 2014,https://iwt.ie/what-we-do/citizen-science/ladybird-survey/,enquiries@iwt.ie,"The Irish Wildlife Trust’s nationwide Ladybird Survey ran in partnership with National Museums Northern Ireland and biology.ie.  The survey aimed to record the distribution of ladybirds in Ireland as there was a huge gap in our knowledge regarding the current distribution of ladybirds and how these were potentially affected by the arrival of the invasive Harlequin Ladybird.

The survey ran in 2014 and members of the public, schools, naturalists and community groups were invited to learn about ladybird identification and then submit their sightings.",National,Ireland,Ireland,The Irish Wildlife Trust,Non-governmental,2014,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
226,Lag en trygg hekkeplass for tjelden,http://www.birdlife.no/prosjekter/,nof@birdlife.no,"Particularly along the coast of northern Norway there are long traditions for setting up hedge platforms for ""small moth"" (fishmeal) and tents. This gave the species a safer nest site that was less prone to predation than a regular riding ground on the ground. Here we describe how you can make such a hedge platform yourself.",National,Norway,Norway,Norwegian Ornithological Institute,Academic,2018,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",DIY engineering,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
227,Land Cover Validation Game,http://landcover.como.polimi.it/landcover/,Unknown,"Still online but funding project finished - LCV is a game with a purpose to involve participants in the validation of different land cover classifications; paper: M.A. Brovelli, I. Celino, A. Fiano, M.E. Molinari, V. Venkatachalam: ""A crowdsourcing-based game for land cover validation"", Applied Geomatics, DOI: 10.1007/s12518-017-0201-3, 2017.",Sub-national,Italy,Italy,Regione Lombardia,Academic,2016,Yes,Unknown,Terrestrial,Land,Crowd-sourcing,Large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2
228,Landsense,https://landsense.eu,https://landsense.eu/Connect,"The LandSense Citizen Observatory aims to aggregate innovative EO technologies, mobile devices, community-based environmental monitoring, data collection, interpretation and information delivery systems to empower communities to monitor and report on their environment.",Macro-regional,"Austria, United Kingdom, Slovenia, Serbia, France, Germany, Netherlands, Belgium","Austria, United Kingdom of Great Britain and Northern Ireland (the), Slovenia, Serbia, France, Germany, Netherlands (the), Belgium",INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS,Academic,2016,Yes,Unknown,Terrestrial,Land,Crowd-sourcing,Very large,Yes,Support multi-scalar government from the EU level downwards,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,2,2
229,Leafminers Recording Schemes,http://www.leafmines.co.uk/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Project, set up to photograph and record all the leaf mining fauna which occur in Britain. Use has been made of SLR and Digital cameras, as well as Scanners, in compiling this site.",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Leafminers,Non-governmental,2003,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
230,Lepides,http://proyectolepides.wordpress.com,info@lepides.org,"Helping to collect data for scientific use (type of sampling geolocated, filling out surveys ...) | Participating in community actions that seek evidence or scientific rigor to solve social problems (type of actions questioning urban management ...)",Regional,Spain,Spain,Asociación ALAS,Non-governmental,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
231,Libera,https://www.seo.org/2018/01/16/libera-arranca-2018-invitando-a-reflexionar-sobre-el-impacto-de-la-basura-en-la-naturaleza/,seo@seo.org,"""Reflexiones"" is an awareness campaign of the LIBERA project that focuses on the consequences for all of the abandonment of garbage in nature.",National,Spain,Spain,SEO BirdLife,Non-governmental,2017,Yes,Unknown,Terrestrial,Waste,Crowd-sourcing,Considerable,No,N/A,Problem definition,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,2,0
232,LIFE ARTEMIS  LIFE15 GIE/SI/000770,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5829,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The LIFE ARTEMIS project aims to contribute to the reduction of the harmful impacts of IAS on biodiversity by increasing public awareness and by setting up an efficient early warning and rapid response (EWRR) system to manage their impacts on forests.,National,Slovenia,Slovenia,Slovenian Forestry Institute (Gozdarski inštitut Slovenije),Academic,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"The project will contribute significantly to achieving Target 5 of the EU Biodiversity Strategy to 2020, specifically in terms of identifying IAS and their pathways by 2020, controlling or eradicating priority species and managing pathways to prevent the introduction and establishment of new IAS. The project will also directly contribute to the implementation of the Regulation of the European Parliament and of the Council on the prevention and management of the introduction and spread of invasive alien species (Regulation (EU) No. 1143/2014) and to the EU Forest Strategy: for forests and the forest-based sector (COM (2013) 659 final).",Policy evaluation,0,2,0,1,0,0,0,0,2,2,1,0,2,0,1,2,1
233,LIFE ASAP - Alien Species Awareness Program LIFE15 GIE/IT/001039,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5827,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The EU Invasive Alien Species Regulation highlights the benefits of preventing the spread of invasive alien species (IAS) in terms of biodiversity and cost.,Sub-national,Italy,Italy,Istituto Superiore per la Protezione e la Ricerca Ambientale,Academic,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,1,0,0,0,0,2,0,2,0,2,2,1,2,1
234,LIFE AskREACH LIFE16 GIE/DE/000738,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6325,chemicals@uba.de,"REACH aims for a high level of protection of human health and the environment. It provides incentives for manufacturers, importers and downstream users of chemicals to replace substances of very high concern (SVHC) with suitable alternatives.",Macro-regional,Germany,Germany,Umweltbundesamt,Governmental,2017,Yes,Unknown,Terrestrial,Environmental health,Crowd-sourcing,Large,No,N/A,Policy implementation or monitoring,0,2,1,1,0,2,0,2,2,2,1,1,0,0,1,2,1
235,LIFE Euro Bird Portal,http://life.eurobirdportal.org/overview,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The principal aim of the project is to develop the EuroBirdPortal (EBP) demo viewer into a full-fledged web portal displaying detailed and up-to-date European-wide spatiotemporal patterns of bird distribution in near-real-time and in a reliable manner.,Macro-regional,"Spain, Switzerland, United Kingdom, Belgium, Germany","Spain, Switzerland, United Kingdom of Great Britain and Northern Ireland (the), Belgium, Germany", Forest Sciences Centre of Catalonia  CTFC,Academic,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,The project is policy-relevant insofar as the information that it creates and displays has multiple policy uses for the implementation of the EU birds directive by EU Member States.,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,1
236,LIFE EUROLARGECARNIVORES LIFE16 GIE/DE/000661,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6326&docType=pdf,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,EUROLARGECARNIVORES aims to improve transboundary cooperation and population management of large carnivores in Europe.,Macro-regional,Europe,Europe,World Wide Fund For Nature Germany,Consortium,2017,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Civic science,Very large,No,N/A,Policy implementation or monitoring,0,2,2,1,0,0,0,2,2,2,0,2,2,0,1,2,1
237,LIFE ForestLife -LIFE14 GIE/GR/000304,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5351,ekby@ekby.gr,The LIFE ForestLife project aims to support the exchange of best practice and the development of skills of forest Natura 2000 managers in Greece.,National,Greece,Greece,The Goulandris Natural History Museum - Greek Biotope Wetland Centre,Non-governmental,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Civic science,Large,Yes,"TARGET EU LEGISLATION: Nature protection and Biodiversity. Directive 92/43 - Conservation of natural habitats and of wild fauna and flora- Habitats Directiv ... COM(2011) 244 final “Our life insurance, our natural capital: an EU biodiversity strategy to 2020 ...",Policy implementation or monitoring,0,2,2,1,0,0,0,2,2,2,0,1,2,0,1,2,0
238,LIFE Green-Go!Carpathians LIFE16 GIE/PL/000648,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6379&docType=pdf,"grid@gridw.pl
","LIFE Green-Go! Carpathians aims to increase knowledge and awareness in
Carpathian local communities concerning the need to protect biodiversity in
rural areas. In particular, the project will promote green infrastructure, raise
rural areas.",Sub-national,Poland,Poland,"NARODOWA FUNDACJA OCHRONY ?RODOWISKA, Centrum Informacji o ?rodowisku UNEP/GRID-Warszawa (Zak?ad NFO?) ",Consortium,2017,Yes,Unknown,Terrestrial,Sustainable consumption and production,Civic science,Large,Yes,"The main objective of this project is the establishment of at least 30 cooperation networks consisting of local action
groups and local governments (LAG/LG), and focus them on the creation of green infrastructure.",Policy implementation or monitoring,0,1,2,1,0,1,0,1,1,2,1,1,1,0,1,2,0
239,LIFE Natura Themis LIFE14 GIE/GR/000026,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5350,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The LIFE Natura Themis project aims to preserve the biodiversity of Crete.,Regional,Greece,Greece,University of Crete,Academic,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Civic science,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,2,2,2,1,1,1,0
240,LIFE-Food.Waste.StandUp - LIFE15 GIE/IT/000887,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5825&docType=pdf,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The LIFE-Food.Waste.StandUp projects main objective is to raise awareness of surplus food management and food waste prevention among three key actors of the food supply chain: agro-food companies, food retailers and consumers.",Sub-national,Italy,Italy,Federalimentare Servizi Srl,Private sector,2016,Yes,Unknown,Terrestrial,Sustainable consumption and production,Monitoring,Large,Yes,"This project tries to support the implementation of the Italian food waste prevention strategy, contributing to the EU objective to reduce food waste by 30% by 2025;",Compliance assurance,0,1,1,2,0,2,0,1,1,0,1,1,1,2,2,1,0
241,Life+Respira,http://www.liferespira.eu/es/,http://www.liferespira.eu/es/contacta.html,"Air quality actions including bike-volunteering, putting a sensor in a byke to collect data",City,Spain,Spain,Universidad de Navarra,Academic,2014,No,2017,Atmospheric,Climate,Passive sensing,Very large,No,N/A,Problem definition,0,2,1,2,0,0,2,0,2,0,2,2,1,0,2,2,0
242,Lintuatlas,https://www.luomus.fi/fi/lintuatlas,luonnontieteellinenmuseo@helsinki.fi,"Several national monitoring studies are underway at the Finnish Museum of Natural History. The studies are conducted primarily through cooperation with volunteers, and anyone who is sufficiently familiar with the topic and is capable of following specific instructions can participate.",National,Finland,Finland,Finnish Museum of Natural History,Academic,2010,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,1,0,0,0,0,2,2,0,0,2,2,1,2,0
243,Loss of the Night,http://lossofthenight.blogspot.com.es/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Multiple languates, ongoing. The app allows citizen scientists to measure how bright the night sky is. Currently it would fit under awareness raising, but in the future could be related to monitoring (if policies were adopted).",Global,Germany,Germany,Cosalux GmbH,Private sector,2013,Yes,Unknown,Atmospheric,Air quality,Monitoring,Very large,Yes,Loss of the night initiated the EU network LoNNe (Loss of the Night Network) to join venture for the scientifical analysis of light pollution. In the EU-COST Action ES1204 participate today parties from 18 countries.,Problem definition,0,0,2,2,0,0,0,0,2,0,2,0,2,0,0,2,2
244,Lothian Wildlife Information Centre Secret Garden Survey,https://www.gbif.org/dataset/1d44c7cb-33bb-4198-bdba-9114d10a68f0,info@wildlifeinformation.co.uk,"A series of studies carried out as part of the Lothian Secret Garden Survey to help build up a picture of the full biodiversity present in local gardens.  In order to encourage the public to record the wildlife in their gardens the Lothian Wildlife Information Centre ran the Lothian Secret Garden Survey between June 1995 and December 1996. As a result, data about easy species (i.e. not requiring specialist knowledge for identification) were recorded from 170 local gardens",Sub-national,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Lothian Wildlife Information Centre,Academic,1995,No,1997,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
246,Malaria Spot,http://malariaspot.org,info@malariaspot.org,Malaria Diagnosis as a videogame. MalariaSpot supports Malaria diagnosis by using citizen participation to count the number of parasites in blood samples. The diagnostic process is converted into a video game and the project develops techniques to combine the results of players to obtain a reliable result.,Global,Spain,Spain,Universidad Politécnica de Madrid,Academic,2012,Yes,Unknown,Terrestrial,Environmental health,Crowd-sourcing,Very large,No,N/A,Problem definition,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,2
247,Mammal Society,http://www.mammal.org.uk/surveys_and_monitoring,info@themammalsociety.org,"The Mammal Society runs surveys and ongoing monitoring projects. Surveys collect statistical, detailed information on mammals, while monitoring projects collect vital distribution records and can identify population change.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Mammal Society,Non-governmental,1954,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
248,MammalMAP,http://mammalmap.adu.org.za/,adu-info@adu.org.za ,Putting Africa's mammals on the map...,Regional,South Africa,South Africa,Animal Demography Unit,Academic,2013,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
250,MARduino,http://marduino-project.icm.csic.es/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The project ""MARduino: my buoy, our data and the sea"" aims to raise awareness among the public about the importance of preserving the quality of sea water by teaching how to build low cost oceanographic buoys that measure the transparency of sea water: a basic indicator that helps researchers understand and predict changes in the quality of seawater.",National,Spain,Spain,Instituto de Ciencias del Mar,Academic,2012,No,2015,Marine,Water,DIY engineering,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,1,0,0,0,2,1,0,2,2,0,1,0,2,2
252,Marine Biological Association - Marine Life Survey Data ,https://www.mba.ac.uk/,sec@mba.ac.uk,Marine Life Survey Data (collected by volunteers),Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Marine Biological Association,Non-governmental,1884,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,0,2,2
253,Marine Conservation Society,https://www.mcsuk.org/,info@mcsuk.org,"Palinurus elephas or Crawfish sightings in the UK and Ireland from 1969 to the present time. // Seasearch Marine Surveys // Seasearch Pink Sea Fan, Eunicella verrucosa, Survey 2000-2012",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Marine Conservation Society,Non-governmental,1983,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"In the year 2013 MCS succeeded in convincing the UK Government that a charge on single-use bags for English shops was needed, following introductions of charges in Northern Ireland, Wales and Scotland (the charge in Scotland came in in 2014). 2,000 people marched on parliament in London to demand Marine Conservation Zones in English seas. The first 27 MCZs were announced along with a commitment for two further consultations in 2015 and 2016. MCS called for crucial reforms in the long-awaited update of the Common Fisheries Policy, which aim to give fishing in Europe a more sustainable ",Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,0,2,2
255,MED JELLY,http://medjelly.com,medusa@icm.csic.es,mobile application for smartphones to track jellyfish sightings,Sub-national,Spain,Spain,Instituto de Ciencias del Mar (ICM-CSIC) y el Hospital Clínic de Barcelona (HCB),Academic,2012,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,1,0,2,0
256,MedMIS,http://www.iucn-medmis.org/,uicnmed@iucn.org,MedMIS is an online information system to track invasive alien species in MPAs. Invasive species are one of the greatest threats to the biodiversity of the MPAs and the Mediterranean Sea.,Macro-regional,"Albania, Algeria, Croatia, Cyprus, Egypt, France, Greece, Israel, Italy, Lebanon, Libya, Malta, Monaco, Morocco, Slovenia, Spain, Syria, Tunisia, Turkey","Albania, Algeria, Croatia, Cyprus, Egypt, France, Greece, Israel, Italy, Lebanon, Libya, Malta, Monaco, Morocco, Slovenia, Spain, Syrian Arab Republic, Tunisia, Turkey",MAVA,Consortium,2013,Yes,Unknown,Marine,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,2
257,Meet Je Stad!,http://www.meetjestad.net/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Residents do measurements in their own environment for three years, and investigate the consequences and perception of climate change in the city of Amersfoort.",City,Netherlands,Netherlands (the),Amersfoort's Citizens,Non-governmental,2014,Yes,Unknown,Atmospheric,Climate,Monitoring,Large,No,N/A,Problem definition,0,2,1,2,0,0,0,0,2,0,2,0,1,0,0,2,2
258,Netwerk Ecologische Monitoring,http://www.netwerkecologischemonitoring.nl,Unknown,Surveying the trends of species of the birds and habitat directive; still going strong and highly relevant. Focusing on monitoring N2000 species in the Netherlands.,National,Netherlands,Netherlands (the),Network Ecological Monitoring,Consortium,1997,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,The aim is to match the collection of data to the information needs of the government.,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
259,Melanogaster: Catch the Fly!,http://lacienciaalteumon.cat/melanogaster-catch-the-fly-ya-pisa-las-aulas/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Melanogaster: catch the fly! is the First Network of Citizen Science in genomics of adaptation created in the whole of Europe, in which citizen participation facilitates obtaining specimens of the fruit fly in specific environmental areas of scientific interest for researchers.",Sub-national,Spain,Spain,Institut de Biologia Evolutiva,Consortium,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
260,Mini Mammal Monitoring,https://www.wildlifetrusts.org/events/2014/07/18/mini-mammal-monitoring,info@gloucestershirewildlifetrust.co.uk,Part of the Big Nature Count - an early morning look at the small mammals that were out during the night BOOKING ESSENTIAL,City,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Wildlife Trust,Non-governmental,2014,No,2014,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
261,MIPP,www.lifemipp.eu,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Closed but continuing as afterLIFE, monitoring of Habitat directive protected beetles in Italy",Sub-national,Italy,Italy,Corpo Forestale dello Stato,Governmental,2012,No,2017,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Problem definition,0,2,2,2,0,0,0,0,2,2,2,0,2,0,1,2,2
262,MISE Project,http://www.miseproject.ie/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,To increase awareness and knowledge of mammals through the organisation of events and surveys for citizen scientists. Innovative non-invasive survey methods (detection without disturbance) complimented with DNA analysis at Waterford IT,Regional,Ireland,Ireland,Waterford Institute of Technology,Academic,2011,No,2015,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
263,Mitten Crab project,http://mittencrabs.org.uk/,recording@mba.ac.uk,Distribution of chinese mitten crabs over england,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Marine Biological Association,Consortium,2011,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,1,0,2,2
264,Mollusc Identification Day,http://www.iedereenwetenschapper.be/projects/grote-schelpenteldag,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Collect and inventory one hundred shells at one or more of ten locations on the North Sea beach.,Sub-national,Belgium,Belgium,EOS Wetenschap,Academic,2018,No,2018,Marine,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,2,2,2
265,MONITOR 2020,http://www.syke.fi/projects/monitor2020,Unknown,"The national monitoring strategy of the state of the environment defines strategic targets for the gathering, storage and utilisation of environmental data, as well as means of, and measures for, achieving these",National,Finland,Finland,Finnish Environment Institute,Academic,2013,Yes,Unknown,Cross-cutting,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,The main strategic goal of the project is securing a sufficient level of information to support decision-making and comply with legal requirements;,Compliance assurance,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0
266,Monitoring butterflies in Finnish agricultural landscapes,http://www.environment.fi/butterflymonitoring,Unknown,In 1999 Finnish Environment Institute started to construct a butterfly monitoring network in the southern half of Finland. In 2014 this network included 58 sites.,National,Finland,Finland,Finnish Environment Institute,Consortium,1999,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
267,MosquitoAlert,http://www.mosquitoalert.com/,info@mosquitoalert.com,"spanish english and catalan, since 2014 still going on. It relevant for public health management and polices to minimize epidemic risks due to mosquito-borne diseases",National,Spain,Spain,CREAF + CEAB/CSIC + ICREA,Consortium,2013,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Allows public health managers to use this information to track and control the spread of these mosquitoes in neighborhoods and cities.,Policy implementation or monitoring,0,0,1,2,0,0,0,0,2,0,2,0,2,0,2,2,2
269,MyNatura2000,http://digitalearthlab.jrc.ec.europa.eu/csp/topics/mynatura2000-%E2%80%93-share-your-nature-experience,digitalearthlab@jrc.ec.europa.eu,"supporting EU Action Plan on nature people and the economy, also related to the monitoring of the birds and habitats directives.",Macro-regional,Europe,Europe,Joint Research Centre European Commission,Governmental,2016,Yes,Unknown,Cross-cutting,"Biodiversity, nature and landscapes",Monitoring,Large,Yes,The collected information will furthermore be used to inform park manages and policy makers about your perceptions and to alert about possible threads to nature protection that may require particular action.,Policy implementation or monitoring,0,0,1,1,0,0,0,0,2,0,2,0,2,1,1,2,1
270,mySoil,http://www.bgs.ac.uk/mySoil/,enquiries@bgs.ac.uk,mySoil gives you access to a comprehensive European soil properties map within a single app. Discover what lies beneath your feet and help us to build a community dataset by submitting your own soil information.,Macro-regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Geological Survey,Governmental,2017,Yes,Unknown,Terrestrial,Land,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,2,0,2,2,0,2,2,2,0,1,2,2
271,National Amphibian Reptile Recording Scheme,http://www.narrs.org.uk/index.php,enquiries@arc-trust.org, UK based effort stndardized across the country,Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Amphibian and Reptile Conservation,Non-governmental,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,2,2,1,2,2
272,National barkfly recording scheme,http://www.brc.ac.uk/schemes/barkfly/recording.aspx,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,The Psocoptera (outdoor species)/barkflies recording scheme was started in 2006 with the primary aim of building up as full a picture as possible of the distribution of the species in Britain and Ireland.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),National Biodiversity Network,Non-governmental,2006,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,2
273,National Bat Monitoring Programme,http://www.bats.org.uk/pages/nbmp.html,enquiries@bats.org.uk,Volunteers are at the very heart of bat conservation in the UK,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),The Bat Conservation Trust,Non-governmental,1991,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Results from the NBMP are classed as Official Statistics. These statistics have been produced to the high professional standards set out in the Code of Practice for Official Statistics. ,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,2
274,National Bee Count,www.nederlandzoemt.nl,https://www.nederlandzoemt.nl/contact/,This project consists of cs-activities and stimulating municipalities to manage their green more bee friendly.,National,Netherlands,Netherlands (the),Nederland Zoemt,Non-governmental,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
